"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"8/8/2021  20:35:00,000","  2163700000"," -92,4","   5,8","-107,1"," -80,2","119",
"8/8/2021  20:35:00,000","  2163800000"," -93,4","   6,5","-113,6"," -81,5","119",
"8/8/2021  20:35:00,000","  2163900000"," -94,5","   7,7","-127,3"," -80,1","119",
"8/8/2021  20:35:00,000","  2164000000"," -95,1","   6,9","-121,7"," -83,2","119",
"8/8/2021  20:35:00,000","  2164100000"," -95,9","   6,3","-111,7"," -84,6","119",
"8/8/2021  20:35:00,000","  2164200000"," -97,7","   6,4","-121,1"," -85,4","119",
"8/8/2021  20:35:00,000","  2164300000","-100,3","   6,3","-125,7"," -89,0","119",
"8/8/2021  20:35:00,000","  2164400000","-103,5","   6,1","-122,2"," -91,6","119",
"8/8/2021  20:35:00,000","  2164500000","-107,5","   5,2","-126,3"," -96,4","119",
"8/8/2021  20:35:00,000","  2164600000","-109,3","   5,2","-129,6"," -99,7","119",
"8/8/2021  20:35:00,000","  2164700000","-108,3","   4,8","-127,3"," -98,0","119",
"8/8/2021  20:35:00,000","  2164800000","-108,4","   5,3","-129,0"," -98,9","119",
"8/8/2021  20:35:00,000","  2164900000","-109,5","   5,7","-128,6"," -98,4","119",
"8/8/2021  20:35:00,000","  2165000000","-110,8","   5,8","-141,1","-100,2","119",
"8/8/2021  20:35:00,000","  2165100000","-109,3","   5,2","-136,3","-100,5","119",
"8/8/2021  20:35:00,000","  2165200000","-107,7","   7,0","-137,9"," -93,9","119",
"8/8/2021  20:35:00,000","  2165300000","-106,2","   5,7","-123,9"," -94,9","119",
"8/8/2021  20:35:00,000","  2165400000","-107,9","   5,2","-121,7"," -97,1","119",
"8/8/2021  20:35:00,000","  2165500000","-109,8","   4,8","-124,9","-100,2","119",
"8/8/2021  20:35:00,000","  2165600000","-110,1","   5,4","-130,9"," -97,6","119",
"8/8/2021  20:35:00,000","  2165700000","-108,6","   5,4","-126,4"," -96,3","119",
"8/8/2021  20:35:00,000","  2165800000","-107,1","   5,6","-124,4"," -95,2","119",
"8/8/2021  20:35:00,000","  2165900000","-106,6","   5,8","-122,5"," -95,5","119",
"8/8/2021  20:35:00,000","  2166000000","-108,2","   6,0","-128,4"," -97,2","119",
"8/8/2021  20:35:00,000","  2166100000","-109,5","   5,1","-122,6","-100,0","119",
"8/8/2021  20:35:00,000","  2166200000","-109,0","   5,2","-126,6","-100,2","119",
"8/8/2021  20:35:00,000","  2166300000","-107,7","   5,8","-127,8"," -97,2","119",
"8/8/2021  20:35:00,000","  2166400000","-107,3","   6,0","-126,6"," -96,8","119",
"8/8/2021  20:35:00,000","  2166500000","-107,3","   4,9","-121,5"," -98,0","119",
"8/8/2021  20:35:00,000","  2166600000","-109,4","   6,9","-136,4"," -98,5","119",
"8/8/2021  20:35:00,000","  2166700000","-109,1","   5,1","-128,4"," -99,8","119",
"8/8/2021  20:35:00,000","  2166800000","-109,0","   5,3","-125,6"," -99,7","119",
"8/8/2021  20:35:00,000","  2166900000","-108,7","   6,7","-133,1"," -98,5","119",
"8/8/2021  20:35:00,000","  2167000000","-107,7","   5,5","-120,1"," -95,9","119",
"8/8/2021  20:35:00,000","  2167100000","-109,1","   7,0","-132,3"," -95,5","119",
"8/8/2021  20:35:00,000","  2167200000","-110,6","   6,0","-136,4"," -99,1","119",
"8/8/2021  20:35:00,000","  2167300000","-110,2","   4,7","-125,1","-100,6","119",
"8/8/2021  20:35:00,000","  2167400000","-109,2","   5,9","-139,7"," -98,9","119",
"8/8/2021  20:35:00,000","  2167500000","-108,6","   6,0","-130,9"," -96,1","119",
"8/8/2021  20:35:00,000","  2167600000","-109,4","   6,2","-129,6"," -99,5","119",
"8/8/2021  20:35:00,000","  2167700000","-110,4","   6,1","-140,4","-100,9","119",
"8/8/2021  20:35:00,000","  2167800000","-110,0","   5,6","-126,5","-100,2","119",
"8/8/2021  20:35:00,000","  2167900000","-110,2","   6,2","-135,7"," -98,6","119",
"8/8/2021  20:35:00,000","  2168000000","-110,2","   5,8","-146,0"," -99,3","119",
"8/8/2021  20:35:00,000","  2168100000","-111,6","   6,0","-139,8"," -98,6","119",
"8/8/2021  20:35:00,000","  2168200000","-111,7","   5,8","-139,5","-101,6","119",
"8/8/2021  20:35:00,000","  2168300000","-110,9","   5,9","-136,6","-100,5","119",
"8/8/2021  20:35:00,000","  2168400000","-110,8","   6,8","-129,6"," -99,1","119",
"8/8/2021  20:35:00,000","  2168500000","-110,8","   5,9","-139,8","-100,1","119",
"8/8/2021  20:35:00,000","  2168600000","-111,9","   5,7","-141,3","-101,8","119",
"8/8/2021  20:35:00,000","  2168700000","-112,3","   5,9","-129,1","-103,3","119",
"8/8/2021  20:35:00,000","  2168800000","-112,5","   6,2","-140,5","-101,8","119",
"8/8/2021  20:35:00,000","  2168900000","-112,4","   5,0","-128,7","-102,9","119",
"8/8/2021  20:35:00,000","  2169000000","-112,5","   5,3","-133,2","-103,4","119",
"8/8/2021  20:35:00,000","  2169100000","-112,0","   5,2","-134,1","-103,7","119",
"8/8/2021  20:35:00,000","  2169200000","-112,8","   6,0","-133,5","-102,4","119",
"8/8/2021  20:35:00,000","  2169300000","-112,7","   5,0","-128,9","-102,9","119",
"8/8/2021  20:35:00,000","  2169400000","-112,8","   5,8","-141,3","-102,2","119",
"8/8/2021  20:35:00,000","  2169500000","-111,8","   5,3","-129,5","-103,9","119",
"8/8/2021  20:35:00,000","  2169600000","-111,8","   4,8","-127,1","-104,5","119",
"8/8/2021  20:35:00,000","  2169700000","-113,8","   5,1","-131,0","-104,3","119",
"8/8/2021  20:35:00,000","  2169800000","-113,2","   5,9","-143,0","-104,9","119",
"8/8/2021  20:35:00,000","  2169900000","-112,9","   5,2","-130,6","-103,0","119",
"8/8/2021  20:35:00,000","  2170000000","-113,7","   5,3","-132,1","-104,1","119",
"8/8/2021  20:40:00,000","  2110000000","-113,7","   4,9","-134,1","-104,9","127",
"8/8/2021  20:40:00,000","  2110100000","-114,2","   5,9","-132,1","-103,2","127",
"8/8/2021  20:40:00,000","  2110200000","-113,4","   5,4","-136,2","-103,2","127",
"8/8/2021  20:40:00,000","  2110300000","-113,4","   5,3","-135,8","-104,3","127",
"8/8/2021  20:40:00,000","  2110400000","-114,0","   5,6","-135,2","-105,6","127",
"8/8/2021  20:40:00,000","  2110500000","-114,5","   5,6","-133,6","-104,6","127",
"8/8/2021  20:40:00,000","  2110600000","-113,9","   5,1","-134,8","-104,5","127",
"8/8/2021  20:40:00,000","  2110700000","-113,8","   5,7","-142,1","-104,8","127",
"8/8/2021  20:40:00,000","  2110800000","-113,4","   4,7","-129,3","-105,1","127",
"8/8/2021  20:40:00,000","  2110900000","-113,5","   5,1","-135,4","-104,7","127",
"8/8/2021  20:40:00,000","  2111000000","-113,4","   4,9","-130,9","-104,9","127",
"8/8/2021  20:40:00,000","  2111100000","-113,1","   4,5","-126,6","-103,6","127",
"8/8/2021  20:40:00,000","  2111200000","-113,2","   5,4","-134,0","-104,4","127",
"8/8/2021  20:40:00,000","  2111300000","-113,9","   5,5","-134,7","-104,7","127",
"8/8/2021  20:40:00,000","  2111400000","-113,7","   5,8","-132,3","-103,8","127",
"8/8/2021  20:40:00,000","  2111500000","-113,2","   5,9","-140,1","-103,2","127",
"8/8/2021  20:40:00,000","  2111600000","-112,9","   5,3","-128,3","-103,5","127",
"8/8/2021  20:40:00,000","  2111700000","-113,3","   5,7","-134,8","-102,6","127",
"8/8/2021  20:40:00,000","  2111800000","-112,9","   5,2","-127,7","-103,2","127",
"8/8/2021  20:40:00,000","  2111900000","-113,5","   5,6","-132,2","-102,3","127",
"8/8/2021  20:40:00,000","  2112000000","-113,2","   5,5","-132,9","-104,2","127",
"8/8/2021  20:40:00,000","  2112100000","-113,8","   5,6","-128,5","-104,1","127",
"8/8/2021  20:40:00,000","  2112200000","-113,1","   5,4","-131,3","-103,3","127",
"8/8/2021  20:40:00,000","  2112300000","-113,2","   6,2","-134,8","-102,7","127",
"8/8/2021  20:40:00,000","  2112400000","-112,9","   5,6","-133,5","-103,2","127",
"8/8/2021  20:40:00,000","  2112500000","-113,3","   5,5","-130,3","-104,6","127",
"8/8/2021  20:40:00,000","  2112600000","-113,8","   6,6","-136,3","-103,3","127",
"8/8/2021  20:40:00,000","  2112700000","-113,3","   5,4","-132,8","-104,3","127",
"8/8/2021  20:40:00,000","  2112800000","-112,7","   5,5","-138,1","-103,6","127",
"8/8/2021  20:40:00,000","  2112900000","-112,5","   5,1","-132,2","-103,6","127",
"8/8/2021  20:40:00,000","  2113000000","-113,6","   4,9","-127,5","-103,2","127",
"8/8/2021  20:40:00,000","  2113100000","-114,1","   5,4","-139,1","-105,6","127",
"8/8/2021  20:40:00,000","  2113200000","-113,5","   5,2","-132,6","-103,8","127",
"8/8/2021  20:40:00,000","  2113300000","-114,5","   7,1","-136,7","-101,3","127",
"8/8/2021  20:40:00,000","  2113400000","-113,1","   5,6","-130,2","-103,3","127",
"8/8/2021  20:40:00,000","  2113500000","-113,4","   4,9","-130,0","-102,9","127",
"8/8/2021  20:40:00,000","  2113600000","-113,2","   5,8","-129,2"," -99,5","127",
"8/8/2021  20:40:00,000","  2113700000","-112,3","   4,7","-126,1","-101,3","127",
"8/8/2021  20:40:00,000","  2113800000","-112,8","   5,5","-146,4","-103,3","127",
"8/8/2021  20:40:00,000","  2113900000","-114,2","   6,8","-145,9","-103,5","127",
"8/8/2021  20:40:00,000","  2114000000","-114,5","   5,8","-135,6","-102,0","127",
"8/8/2021  20:40:00,000","  2114100000","-112,9","   4,8","-128,2","-104,1","127",
"8/8/2021  20:40:00,000","  2114200000","-112,5","   5,1","-134,8","-104,0","127",
"8/8/2021  20:40:00,000","  2114300000","-113,1","   5,5","-133,6","-101,8","127",
"8/8/2021  20:40:00,000","  2114400000","-113,0","   5,5","-134,2","-103,7","127",
"8/8/2021  20:40:00,000","  2114500000","-112,6","   5,3","-130,6","-103,3","127",
"8/8/2021  20:40:00,000","  2114600000","-113,4","   5,0","-128,2","-102,6","127",
"8/8/2021  20:40:00,000","  2114700000","-114,0","   5,7","-131,9","-103,8","127",
"8/8/2021  20:40:00,000","  2114800000","-113,6","   5,2","-129,6","-104,9","127",
"8/8/2021  20:40:00,000","  2114900000","-113,4","   5,3","-142,5","-105,0","127",
"8/8/2021  20:40:00,000","  2115000000","-113,9","   6,3","-147,9","-104,7","127",
"8/8/2021  20:40:00,000","  2115100000","-112,7","   6,0","-144,3","-103,3","127",
"8/8/2021  20:40:00,000","  2115200000","-110,1","   5,5","-125,1","-100,4","127",
"8/8/2021  20:40:00,000","  2115300000","-107,2","   5,9","-127,2"," -96,4","127",
"8/8/2021  20:40:00,000","  2115400000","-104,9","   5,4","-119,7"," -93,8","127",
"8/8/2021  20:40:00,000","  2115500000","-104,2","   6,7","-127,9"," -93,5","127",
"8/8/2021  20:40:00,000","  2115600000","-102,9","   6,5","-128,0"," -91,9","127",
"8/8/2021  20:40:00,000","  2115700000","-102,2","   5,8","-125,8"," -90,2","127",
"8/8/2021  20:40:00,000","  2115800000","-102,8","   5,7","-122,5"," -90,9","127",
"8/8/2021  20:40:00,000","  2115900000","-103,0","   6,7","-123,8"," -89,8","127",
"8/8/2021  20:40:00,000","  2116000000","-102,2","   5,8","-123,7"," -89,3","127",
"8/8/2021  20:40:00,000","  2116100000","-101,2","   5,3","-119,3"," -90,7","127",
"8/8/2021  20:40:00,000","  2116200000","-101,3","   5,7","-123,1"," -90,1","127",
"8/8/2021  20:40:00,000","  2116300000","-101,9","   6,2","-129,2"," -90,3","127",
"8/8/2021  20:40:00,000","  2116400000","-101,5","   5,7","-128,4"," -89,1","127",
"8/8/2021  20:40:00,000","  2116500000","-101,6","   5,5","-119,3"," -89,4","127",
"8/8/2021  20:40:00,000","  2116600000","-102,4","   5,5","-123,5"," -88,1","127",
"8/8/2021  20:40:00,000","  2116700000","-103,4","   6,6","-127,8"," -90,6","127",
"8/8/2021  20:40:00,000","  2116800000","-103,3","   6,1","-123,3"," -91,1","127",
"8/8/2021  20:40:00,000","  2116900000","-102,9","   6,1","-124,7"," -90,8","127",
"8/8/2021  20:40:00,000","  2117000000","-103,2","   5,8","-123,6"," -91,6","127",
"8/8/2021  20:40:00,000","  2117100000","-102,8","   5,9","-128,2"," -92,5","127",
"8/8/2021  20:40:00,000","  2117200000","-102,2","   5,6","-123,4"," -92,0","127",
"8/8/2021  20:40:00,000","  2117300000","-102,7","   6,6","-132,3"," -91,2","127",
"8/8/2021  20:40:00,000","  2117400000","-101,8","   5,3","-122,2"," -89,4","127",
"8/8/2021  20:40:00,000","  2117500000","-102,6","   6,0","-123,7"," -93,0","127",
"8/8/2021  20:40:00,000","  2117600000","-103,6","   7,1","-137,7"," -92,0","127",
"8/8/2021  20:40:00,000","  2117700000","-102,1","   5,9","-119,9"," -91,5","127",
"8/8/2021  20:40:00,000","  2117800000","-101,0","   5,0","-118,9"," -89,4","127",
"8/8/2021  20:40:00,000","  2117900000","-102,2","   5,7","-120,0"," -89,7","127",
"8/8/2021  20:40:00,000","  2118000000","-102,4","   5,4","-122,6"," -90,7","127",
"8/8/2021  20:40:00,000","  2118100000","-101,9","   5,3","-116,3"," -91,0","127",
"8/8/2021  20:40:00,000","  2118200000","-101,9","   6,0","-122,2"," -92,5","127",
"8/8/2021  20:40:00,000","  2118300000","-101,2","   5,0","-121,0"," -87,8","127",
"8/8/2021  20:40:00,000","  2118400000","-101,9","   6,0","-120,5"," -89,9","127",
"8/8/2021  20:40:00,000","  2118500000","-102,5","   6,1","-128,5"," -91,4","127",
"8/8/2021  20:40:00,000","  2118600000","-103,2","   5,8","-119,5"," -88,7","127",
"8/8/2021  20:40:00,000","  2118700000","-102,9","   6,3","-121,2"," -88,7","127",
"8/8/2021  20:40:00,000","  2118800000","-102,1","   6,1","-123,6"," -89,1","127",
"8/8/2021  20:40:00,000","  2118900000","-102,3","   6,3","-124,4"," -89,8","127",
"8/8/2021  20:40:00,000","  2119000000","-101,9","   6,0","-119,7"," -88,4","127",
"8/8/2021  20:40:00,000","  2119100000","-102,5","   7,3","-142,2"," -89,4","127",
"8/8/2021  20:40:00,000","  2119200000","-103,6","   7,2","-130,7"," -91,1","127",
"8/8/2021  20:40:00,000","  2119300000","-104,1","   6,3","-137,0"," -92,8","127",
"8/8/2021  20:40:00,000","  2119400000","-104,5","   5,4","-124,9"," -94,2","127",
"8/8/2021  20:40:00,000","  2119500000","-106,7","   5,9","-124,4"," -96,8","127",
"8/8/2021  20:40:00,000","  2119600000","-109,6","   5,4","-130,5","-100,1","127",
"8/8/2021  20:40:00,000","  2119700000","-111,8","   6,3","-136,7","-102,6","127",
"8/8/2021  20:40:00,000","  2119800000","-111,4","   5,0","-123,8","-102,0","127",
"8/8/2021  20:40:00,000","  2119900000","-111,1","   5,3","-130,8","-101,5","127",
"8/8/2021  20:40:00,000","  2120000000","-110,7","   5,5","-135,7","-101,5","127",
"8/8/2021  20:40:00,000","  2120100000","-109,6","   5,8","-135,2","-100,1","127",
"8/8/2021  20:40:00,000","  2120200000","-106,0","   5,7","-126,4"," -96,6","127",
"8/8/2021  20:40:00,000","  2120300000","-102,8","   5,8","-122,5"," -92,2","127",
"8/8/2021  20:40:00,000","  2120400000","-100,4","   5,5","-118,1"," -87,8","127",
"8/8/2021  20:40:00,000","  2120500000"," -98,9","   5,6","-119,6"," -87,9","127",
"8/8/2021  20:40:00,000","  2120600000"," -97,8","   5,5","-115,2"," -87,3","127",
"8/8/2021  20:40:00,000","  2120700000"," -96,5","   5,5","-118,5"," -85,4","127",
"8/8/2021  20:40:00,000","  2120800000"," -96,2","   6,0","-125,2"," -85,9","127",
"8/8/2021  20:40:00,000","  2120900000"," -96,8","   6,2","-119,0"," -85,1","127",
"8/8/2021  20:40:00,000","  2121000000"," -96,4","   6,3","-122,4"," -83,9","127",
"8/8/2021  20:40:00,000","  2121100000"," -95,9","   5,7","-113,5"," -86,1","127",
"8/8/2021  20:40:00,000","  2121200000"," -96,5","   5,8","-119,2"," -83,4","127",
"8/8/2021  20:40:00,000","  2121300000"," -96,9","   5,8","-112,7"," -85,3","127",
"8/8/2021  20:40:00,000","  2121400000"," -97,1","   6,6","-120,7"," -86,1","127",
"8/8/2021  20:40:00,000","  2121500000"," -96,9","   6,3","-121,2"," -86,2","127",
"8/8/2021  20:40:00,000","  2121600000"," -97,2","   5,9","-118,0"," -86,5","127",
"8/8/2021  20:40:00,000","  2121700000"," -98,3","   6,9","-138,3"," -87,9","127",
"8/8/2021  20:40:00,000","  2121800000"," -98,1","   5,9","-118,7"," -86,7","127",
"8/8/2021  20:40:00,000","  2121900000"," -98,6","   6,5","-122,5"," -84,8","127",
"8/8/2021  20:40:00,000","  2122000000"," -97,5","   5,3","-115,2"," -85,0","127",
"8/8/2021  20:40:00,000","  2122100000"," -97,7","   5,2","-111,4"," -88,1","127",
"8/8/2021  20:40:00,000","  2122200000"," -98,2","   5,2","-113,8"," -87,7","127",
"8/8/2021  20:40:00,000","  2122300000"," -98,3","   5,3","-115,7"," -89,4","127",
"8/8/2021  20:40:00,000","  2122400000"," -98,2","   4,9","-113,5"," -89,8","127",
"8/8/2021  20:40:00,000","  2122500000"," -98,8","   5,9","-115,9"," -89,4","127",
"8/8/2021  20:40:00,000","  2122600000"," -98,1","   4,9","-110,4"," -87,9","127",
"8/8/2021  20:40:00,000","  2122700000"," -98,3","   5,8","-123,7"," -88,7","127",
"8/8/2021  20:40:00,000","  2122800000"," -97,7","   5,2","-115,2"," -86,3","127",
"8/8/2021  20:40:00,000","  2122900000"," -98,0","   5,8","-119,4"," -87,2","127",
"8/8/2021  20:40:00,000","  2123000000"," -98,3","   5,3","-117,7"," -87,8","127",
"8/8/2021  20:40:00,000","  2123100000"," -98,1","   5,9","-116,9"," -86,2","127",
"8/8/2021  20:40:00,000","  2123200000"," -98,5","   6,5","-122,6"," -84,2","127",
"8/8/2021  20:40:00,000","  2123300000"," -97,7","   5,3","-115,2"," -84,3","127",
"8/8/2021  20:40:00,000","  2123400000"," -97,9","   5,5","-118,9"," -85,2","127",
"8/8/2021  20:40:00,000","  2123500000"," -98,3","   6,4","-125,0"," -86,0","127",
"8/8/2021  20:40:00,000","  2123600000"," -97,9","   6,3","-125,4"," -85,1","127",
"8/8/2021  20:40:00,000","  2123700000"," -98,2","   6,0","-129,9"," -85,6","127",
"8/8/2021  20:40:00,000","  2123800000"," -98,4","   5,5","-121,2"," -88,5","127",
"8/8/2021  20:40:00,000","  2123900000"," -98,4","   6,6","-117,1"," -87,1","127",
"8/8/2021  20:40:00,000","  2124000000"," -97,8","   5,2","-113,5"," -87,1","127",
"8/8/2021  20:40:00,000","  2124100000"," -99,1","   5,7","-115,3"," -86,7","127",
"8/8/2021  20:40:00,000","  2124200000"," -99,9","   6,1","-122,6"," -87,3","127",
"8/8/2021  20:40:00,000","  2124300000","-100,7","   6,3","-125,5"," -87,5","127",
"8/8/2021  20:40:00,000","  2124400000","-102,5","   5,4","-118,7"," -91,7","127",
"8/8/2021  20:40:00,000","  2124500000","-104,4","   5,5","-125,1"," -93,9","127",
"8/8/2021  20:40:00,000","  2124600000","-107,8","   5,9","-128,4"," -97,5","127",
"8/8/2021  20:40:00,000","  2124700000","-110,5","   5,5","-137,4","-100,0","127",
"8/8/2021  20:40:00,000","  2124800000","-112,5","   5,4","-128,1","-102,5","127",
"8/8/2021  20:40:00,000","  2124900000","-112,4","   6,5","-146,1","-101,6","127",
"8/8/2021  20:40:00,000","  2125000000","-109,7","   6,4","-131,7"," -97,3","127",
"8/8/2021  20:40:00,000","  2125100000"," -99,8","   7,5","-131,3"," -85,9","127",
"8/8/2021  20:40:00,000","  2125200000"," -90,7","   7,2","-112,6"," -76,1","127",
"8/8/2021  20:40:00,000","  2125300000"," -84,8","   7,3","-102,7"," -70,7","127",
"8/8/2021  20:40:00,000","  2125400000"," -81,8","   8,1","-108,7"," -66,7","127",
"8/8/2021  20:40:00,000","  2125500000"," -79,9","   7,6","-101,6"," -65,3","127",
"8/8/2021  20:40:00,000","  2125600000"," -79,5","   7,7","-102,4"," -66,3","127",
"8/8/2021  20:40:00,000","  2125700000"," -78,2","   6,8","-100,3"," -64,6","127",
"8/8/2021  20:40:00,000","  2125800000"," -78,1","   7,3"," -97,9"," -64,3","127",
"8/8/2021  20:40:00,000","  2125900000"," -77,0","   7,4"," -96,7"," -63,6","127",
"8/8/2021  20:40:00,000","  2126000000"," -77,5","   7,7","-100,3"," -64,0","127",
"8/8/2021  20:40:00,000","  2126100000"," -77,7","   7,0"," -98,5"," -63,2","127",
"8/8/2021  20:40:00,000","  2126200000"," -77,2","   7,0"," -95,6"," -62,4","127",
"8/8/2021  20:40:00,000","  2126300000"," -77,1","   7,6"," -96,2"," -58,6","127",
"8/8/2021  20:40:00,000","  2126400000"," -76,9","   7,6"," -98,7"," -62,1","127",
"8/8/2021  20:40:00,000","  2126500000"," -77,6","   6,6","-106,6"," -63,1","127",
"8/8/2021  20:40:00,000","  2126600000"," -78,2","   7,0"," -93,8"," -63,5","127",
"8/8/2021  20:40:00,000","  2126700000"," -78,3","   7,9","-104,3"," -61,8","127",
"8/8/2021  20:40:00,000","  2126800000"," -78,1","   7,9","-104,1"," -63,3","127",
"8/8/2021  20:40:00,000","  2126900000"," -77,8","   7,0"," -96,9"," -63,3","127",
"8/8/2021  20:40:00,000","  2127000000"," -77,5","   7,5","-114,0"," -64,7","127",
"8/8/2021  20:40:00,000","  2127100000"," -77,2","   6,7"," -99,7"," -61,2","127",
"8/8/2021  20:40:00,000","  2127200000"," -77,5","   7,0"," -99,0"," -63,4","127",
"8/8/2021  20:40:00,000","  2127300000"," -77,2","   7,2"," -97,7"," -65,0","127",
"8/8/2021  20:40:00,000","  2127400000"," -76,8","   6,7"," -96,6"," -63,5","127",
"8/8/2021  20:40:00,000","  2127500000"," -77,2","   7,5","-104,3"," -61,0","127",
"8/8/2021  20:40:00,000","  2127600000"," -76,7","   6,8"," -97,4"," -62,9","127",
"8/8/2021  20:40:00,000","  2127700000"," -77,4","   7,3","-109,4"," -61,7","127",
"8/8/2021  20:40:00,000","  2127800000"," -78,0","   7,5","-108,3"," -62,3","127",
"8/8/2021  20:40:00,000","  2127900000"," -77,3","   7,6"," -98,1"," -63,3","127",
"8/8/2021  20:40:00,000","  2128000000"," -77,0","   7,5"," -96,2"," -61,4","127",
"8/8/2021  20:40:00,000","  2128100000"," -77,1","   8,0","-108,1"," -60,2","127",
"8/8/2021  20:40:00,000","  2128200000"," -77,1","   7,3"," -96,8"," -63,1","127",
"8/8/2021  20:40:00,000","  2128300000"," -77,1","   6,9"," -92,5"," -60,8","127",
"8/8/2021  20:40:00,000","  2128400000"," -76,9","   7,5","-106,4"," -63,1","127",
"8/8/2021  20:40:00,000","  2128500000"," -78,3","   8,1","-107,4"," -64,9","127",
"8/8/2021  20:40:00,000","  2128600000"," -78,4","   8,4","-120,7"," -63,2","127",
"8/8/2021  20:40:00,000","  2128700000"," -77,8","   7,0","-101,2"," -61,8","127",
"8/8/2021  20:40:00,000","  2128800000"," -77,4","   7,1"," -97,3"," -62,9","127",
"8/8/2021  20:40:00,000","  2128900000"," -77,5","   7,3"," -99,6"," -62,0","127",
"8/8/2021  20:40:00,000","  2129000000"," -78,0","   8,1","-114,4"," -61,7","127",
"8/8/2021  20:40:00,000","  2129100000"," -78,3","   7,7","-103,2"," -62,4","127",
"8/8/2021  20:40:00,000","  2129200000"," -78,9","   7,9","-103,4"," -64,2","127",
"8/8/2021  20:40:00,000","  2129300000"," -79,7","   8,1","-113,3"," -64,9","127",
"8/8/2021  20:40:00,000","  2129400000"," -82,0","   7,7","-105,1"," -67,7","127",
"8/8/2021  20:40:00,000","  2129500000"," -85,7","   8,0","-108,4"," -72,5","127",
"8/8/2021  20:40:00,000","  2129600000"," -90,1","   7,1","-114,1"," -75,1","127",
"8/8/2021  20:40:00,000","  2129700000","-100,3","   7,4","-126,1"," -87,0","127",
"8/8/2021  20:40:00,000","  2129800000","-110,5","   6,1","-133,2","-100,7","127",
"8/8/2021  20:40:00,000","  2129900000","-114,1","   6,6","-138,2","-103,9","127",
"8/8/2021  20:40:00,000","  2130000000","-112,8","   5,4","-132,6","-103,3","127",
"8/8/2021  20:40:00,000","  2130100000","-112,3","   5,1","-129,4","-103,8","127",
"8/8/2021  20:40:00,000","  2130200000","-111,2","   6,0","-130,1","-101,1","127",
"8/8/2021  20:40:00,000","  2130300000","-102,7","   7,0","-132,2"," -90,2","127",
"8/8/2021  20:40:00,000","  2130400000"," -93,9","   7,6","-125,9"," -77,7","127",
"8/8/2021  20:40:00,000","  2130500000"," -88,0","   7,2","-112,6"," -72,5","127",
"8/8/2021  20:40:00,000","  2130600000"," -85,8","   7,1","-104,3"," -71,5","127",
"8/8/2021  20:40:00,000","  2130700000"," -84,6","   7,9","-111,2"," -68,4","127",
"8/8/2021  20:40:00,000","  2130800000"," -83,0","   7,3","-104,1"," -67,1","127",
"8/8/2021  20:40:00,000","  2130900000"," -82,0","   6,9","-111,1"," -67,7","127",
"8/8/2021  20:40:00,000","  2131000000"," -81,8","   7,9","-101,3"," -69,2","127",
"8/8/2021  20:40:00,000","  2131100000"," -81,2","   7,3","-104,2"," -64,5","127",
"8/8/2021  20:40:00,000","  2131200000"," -81,1","   7,0"," -98,8"," -61,9","127",
"8/8/2021  20:40:00,000","  2131300000"," -81,1","   6,9","-109,6"," -65,9","127",
"8/8/2021  20:40:00,000","  2131400000"," -81,1","   7,6","-101,6"," -65,5","127",
"8/8/2021  20:40:00,000","  2131500000"," -80,6","   7,4","-102,4"," -66,5","127",
"8/8/2021  20:40:00,000","  2131600000"," -80,5","   7,2","-111,3"," -67,7","127",
"8/8/2021  20:40:00,000","  2131700000"," -80,5","   7,6","-118,3"," -68,2","127",
"8/8/2021  20:40:00,000","  2131800000"," -80,3","   6,1"," -95,4"," -66,7","127",
"8/8/2021  20:40:00,000","  2131900000"," -81,0","   7,6","-102,0"," -67,6","127",
"8/8/2021  20:40:00,000","  2132000000"," -80,9","   7,6","-106,6"," -67,0","127",
"8/8/2021  20:40:00,000","  2132100000"," -81,3","   7,2","-106,2"," -67,0","127",
"8/8/2021  20:40:00,000","  2132200000"," -82,3","   7,7","-119,8"," -66,7","127",
"8/8/2021  20:40:00,000","  2132300000"," -81,8","   8,1","-113,6"," -66,4","127",
"8/8/2021  20:40:00,000","  2132400000"," -80,1","   7,1","-103,7"," -66,8","127",
"8/8/2021  20:40:00,000","  2132500000"," -79,4","   6,9","-108,2"," -64,6","127",
"8/8/2021  20:40:00,000","  2132600000"," -79,9","   6,8"," -99,0"," -64,5","127",
"8/8/2021  20:40:00,000","  2132700000"," -80,2","   5,9"," -96,9"," -66,9","127",
"8/8/2021  20:40:00,000","  2132800000"," -80,6","   6,9","-111,9"," -67,8","127",
"8/8/2021  20:40:00,000","  2132900000"," -79,8","   7,1","-111,5"," -66,8","127",
"8/8/2021  20:40:00,000","  2133000000"," -79,5","   6,5"," -99,9"," -65,1","127",
"8/8/2021  20:40:00,000","  2133100000"," -79,7","   7,8","-115,9"," -65,0","127",
"8/8/2021  20:40:00,000","  2133200000"," -79,2","   6,6","-102,5"," -66,1","127",
"8/8/2021  20:40:00,000","  2133300000"," -79,3","   6,5","-103,9"," -66,0","127",
"8/8/2021  20:40:00,000","  2133400000"," -79,2","   7,1","-105,3"," -65,3","127",
"8/8/2021  20:40:00,000","  2133500000"," -78,5","   7,9","-105,4"," -63,4","127",
"8/8/2021  20:40:00,000","  2133600000"," -78,8","   7,0"," -99,4"," -61,7","127",
